council,council_lead,fmp,stock_orig,stock,species,completed_by,QC_by,FSSI_yn,prohibited_yn,allocation_yn,country_list,country_notes,state_list,state_yrs,state_notes,area_list,area_yrs,area_notes,sector_type,sector_list,sector_yrs,sector_basis,sector_notes,subsector_list_rec,subsector_list_comm,subsector_yrs,subsector_notes,rsa_notes,bycatch_notes,effort_alloc_notes,season_list,season_yrs,season_notes,shares_yn,shares_start_yr,shares_basis,shares_yrs,share_cap,shares_transfer_yn,shares_owner,share_management,share_new_entrants,shares_notes,source,notes,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species13,Species14,Species15,Species16,Species17,Species18,Species19,Species20,Species21,Species22,Species23,Species24,Species25,Species26,Species27,Species28
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Bering Sea / Aleutian Islands Other Flatfish Complex,Other Flatfish Complex - Bering Sea / Aleutian Islands,"Liopsetta glacialis, Isopsetta isolepis, Pleuronichthys decurrens, Embassichthys bathybius, Microstomus pacificus, Parophrys vetulus, Limanda proboscidea, Citharichthys sordidus, Eopsetta jordani, Glyptocephalus zachirus, Clidodoerma asperrimum, Psettichthys melanostictus, Lyopsetta exilis, Platichthys stellatus, Limanda sakhalinensis",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liopsetta glacialis,Isopsetta isolepis,Pleuronichthys decurrens,Embassichthys bathybius,Microstomus pacificus,Parophrys vetulus,Limanda proboscidea,Citharichthys sordidus,Eopsetta jordani,Glyptocephalus zachirus,Clidodoerma asperrimum,Psettichthys melanostictus,Lyopsetta exilis,Platichthys stellatus,Limanda sakhalinensis,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Golden king crab - Aleutian Islands,Golden king crab - Aleutian Islands,Lithodes aequispinus,ZJK,,y,,y,,,,,,,,,,,,,,,CDQ; non-CDQ,,,,,,,,,y,2005,historical,1996/97-2000/01,CVO/CP = 10%; CVC/CPC = 20%,y,individual_processor_crew,NPFMC,crew_loans,initial allocations higher than current cap limit are grandfathered in; IFQ (annual limit) cap 2x QS cap for each species; federal crew loan program to obtain quota (both crew and captains); both QS and IFQ can be transfered,https://www.law.cornell.edu/cfr/text/50/680.42; https://media.fisheries.noaa.gov/dam-migration/bsai-crab-rat-faq-101518.pdf; https://fisherysolutionscenter.edf.org/sites/default/files/2022-08/Catch%20Shares%20in%20Action%20-%20United%20States%20Bering%20Sea%20and%20Aleutian%20Islands%20Crab%20Rationalization%20Program.pdf,"Crew can also have QS, but makes up very small portion (3%), also, processors and individuals with QS can form cooperatives together",Lithodes aequispinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs,Golden king crab - Pribilof Islands,Golden king crab - Pribilof Islands,Lithodes aequispinus,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithodes aequispinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Shrimp Fishery of the Gulf of Mexico,White shrimp - Gulf of Mexico,White shrimp - Gulf of Mexico,Litopenaeus setiferus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Litopenaeus setiferus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Shrimp Fishery of the South Atlantic Region,White shrimp - Southern Atlantic Coast,White shrimp - Southern Atlantic Coast,Litopenaeus setiferus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Litopenaeus setiferus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico tripletail,Tripletail - Puerto Rico,Lobotes surinamensis,ZJK,,n,,y,,,,,,,,,implicit,"commercial (0.7%), recreational (99.3%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lobotes surinamensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC / MAFMC,NEFMC,Monkfish,Goosefish - Gulf of Maine / Northern Georges Bank,Goosefish - Gulf of Maine / Northern Georges Bank,Lophius americanus,ZJK,,y,n,y,,,,,,,,,explicit,,,,,,,,,RSA available,set aside for non-directed fisheries,for area allocations,,,,y,,equal_effort,all LA vessels get same # DAS,,,,,,,,,Lophius americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC / MAFMC,NEFMC,Monkfish,Goosefish - Southern Georges Bank / Mid-Atlantic,Goosefish - Southern Georges Bank / Mid-Atlantic,Lophius americanus,ZJK,,y,,y,,,,,,,,,explicit,,,,,,,,,,,for area allocations,,,,,,,,,,,,,,,,Lophius americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,Tilefish,Golden tilefish - Mid-Atlantic Coast,Golden tilefish - Mid-Atlantic Coast,Lopholatilus chamaeleonticeps,,,y,,y,,,,,,,,,,,,,,,"Tier 1 (66%), Tier 2 (15%), part-time (19%)",1993-1998,part-time has slightly different yrs,,,,,,,y,2008,,,49%,y,,,,,,,Lopholatilus chamaeleonticeps,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Golden tilefish - Southern Atlantic Coast,Golden tilefish - Southern Atlantic Coast,Lopholatilus chamaeleonticeps,ZJK,,y,,y,,,,,,,,,explicit,"commercial (96.7%), recreational (3.3%)","1986-2008, 2006-2008",,,,"longline (75%), hook-and-line (25%)",,,,,,,,,,,historical,,,,NA,,,,,,Lopholatilus chamaeleonticeps,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Tilefish - Gulf of Mexico,Tilefish - Gulf of Mexico,Lopholatilus chamaeleonticeps,ZJK,,y,,y,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Lopholatilus chamaeleonticeps,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC / GMFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,Lutjanus analis,ZJK,,y,,y,,,,,,"South Atlantic (82%), Gulf of Mexico (18%)","1990-2008, 2006-2008",,explicit,"recreational (82.98%), commercial (17.02%)","1986-2008, 2006-2008",catch,South Atlantic only,,,,,,,,,,,,,historical,,,NA,NA,,,,,"single genetic stock from Massachusetts to Brazil; sector allocations only in South Atlantic; jurisdictional and sector allocations use same formula, but different input years",Lutjanus analis,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC mutton snapper,Mutton snapper - St. Croix,Lutjanus analis,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus analis,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico Snapper 4 Complex,Snapper 4 Complex - Puerto Rico,"Lutjanus analis, Lutjanus jocu, Lutjanus apodus",ZJK,,n,,y,,,,,,,,,implicit,"commercial (60%), recreational (40%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus analis,Lutjanus jocu,Lutjanus apodus,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC schoolmaster,Schoolmaster - St. Croix,Lutjanus apodus,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus apodus,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPFMC,WPFMC,Pacific Remote Island Areas Ecosystem,Pacific Remote Island Areas Bottomfish Complex,Bottomfish Complex - Pacific Remote Island Areas ,"Lutjanus bohar, Aphareus rutilans, Lutjanus kasmira, Aprion virescens, Caranx lugubris, Seriola dumerili, Lutjanus fulvus, Etelis coruscans",CMF,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutjanus bohar,Aphareus rutilans,Lutjanus kasmira,Aprion virescens,Caranx lugubris,Seriola dumerili,Lutjanus fulvus,Etelis coruscans,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Gulf of Mexico Mid-Water Snapper Complex,Mid-Water Snapper Complex - Gulf of Mexico,"Lutjanus buccanella, Etelis oculatus, Lutjanus vivanus, Pristipomoides aquilonaris",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutjanus buccanella,Etelis oculatus,Lutjanus vivanus,Pristipomoides aquilonaris,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC Snapper 1 Complex,Snapper 1 Complex - St. Croix,"Lutjanus buccanella, Lutjanus buccanella, Lutjanus vivanus, Rhomboplites aurorubens",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus buccanella,Lutjanus buccanella,Lutjanus vivanus,Rhomboplites aurorubens,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Thomas / St. John in the EEZ,STT/STJ Snapper 1 Complex,Snapper 1 Complex - St. Thomas / St. John,"Lutjanus buccanella, Lutjanus buccanella, Lutjanus vivanus, Rhomboplites aurorubens",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus buccanella,Lutjanus buccanella,Lutjanus vivanus,Rhomboplites aurorubens,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Red snapper - Gulf of Mexico,Red snapper - Gulf of Mexico,Lutjanus campechanus,ZJK,,y,,y,,,"LA (19%), MS (4%), AL (26%), FL (45%), TX (6%)",,for private rec sector,,,,explicit,"recreational (49%), commercial (51%)",1979-1987,,,"for-hire (42.3%), private (57.7%)",,,,,,,,,,y,,,,,,,,,,https://www.federalregister.gov/documents/2022/05/02/2022-09300/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,,Lutjanus campechanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Red snapper - Southern Atlantic Coast,Red snapper - Southern Atlantic Coast,Lutjanus campechanus,ZJK,,y,,y,,,,,,,,,explicit,"commercial (28.07%), recreational (71.93%)","1986-2008, 2006-2008",catch,,,,,,,,,,,,,,historical,,,,NA,,,,,,Lutjanus campechanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Cubera snapper - Gulf of Mexico,Cubera snapper - Gulf of Mexico,Lutjanus cyanopterus,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutjanus cyanopterus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico cubera snapper,Cubera snapper - Puerto Rico,Lutjanus cyanopterus,ZJK,,n,,y,,,,,,,,,implicit,"commercial (2%), recreational (98%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus cyanopterus,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Gray snapper - Gulf of Mexico,Gray snapper - Gulf of Mexico,Lutjanus griseus,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutjanus griseus,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Lane snapper - Gulf of Mexico,Lane snapper - Gulf of Mexico,Lutjanus synagris,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutjanus synagris,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico lane snapper,Lane snapper - Puerto Rico,Lutjanus synagris,ZJK,,n,,y,,,,,,,,,implicit,"commercial (92%), recreational (8%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus synagris,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Thomas / St. John in the EEZ,STT/STJ Snapper 3 Complex,Snapper 3 Complex - St. Thomas / St. John,"Lutjanus synagris, Lutjanus analis",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus synagris,Lutjanus analis,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC Snapper 3 Complex,Snapper 3 Complex - St. Croix,"Lutjanus synagris, Lutjanus griseus",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Lutjanus synagris,Lutjanus griseus,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Ocean pout - Northwestern Atlantic Coast,Ocean pout - Northwestern Atlantic Coast,Macrozoarces americanus,ZJK,,n,no targetted fishery,y,,,,,,,,,,,,,,,,,,,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),,,,,,,,,,,,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ,,Macrozoarces americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Blue marlin - Atlantic,Blue marlin - Atlantic,Makaira nigricans,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.iccat.int/Documents/Recs/compendiopdf-e/2015-05-e.pdf,250 landing limit combined with white marlin and roundscale spearfish,Makaira nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPFMC,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,Blue marlin - Pacific,Blue marlin - Pacific,Makaira nigricans,CMF,,n,,y,"US, Pacific countries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makaira nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Skate Complex,Smooth skate - Gulf of Maine,Smooth skate - Gulf of Maine,Malacoraja senta,ZJK,,n,"y, in GOM-RMA",y,,,,,,,,,,,,,,,"skate wing fishery (66.5%), bait fishery (33.5%)",1995-2006,,,incidental catch from groundfish/scallop/monkfish/state fisheries,,"Wing fishery: 2 seasons, Bait fishery: 3 seasons",,,,,,,,,,,,,,"most skates harvested are either little or winter, therefore, you can argue there isn't allocation of little skate. however, all skate species in the NE skate complex are managed as one, and there's an overall allocation between the bait fishery and the wing fishery, so maybe that accounts? but weird because it's above the scale of the stock",Malacoraja senta,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Haddock - Georges Bank,Haddock - Georges Bank,Melanogrammus aeglefinus,ZJK,,y,,y,"US (31%), Canada (69%)",historical landings and current distribution based on trawl surveys,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries,common pool subsector,"Trimester 1 (27%), Trimester 2 (33%), Trimester 3 (40%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,"country: ""historic"" years not specified; Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006",,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Melanogrammus aeglefinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Melanogrammus aeglefinus,ZJK,,y,,y,,,,,,,,,explicit,"recreational (33.9%), commercial (66.1%)",2001-2006,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,set aside allocation for non-directed fisheries and other untracked subcomponents (recreational if no formal rec allocation),common pool subsector,"Trimester 1 (27%), Trimester 2 (26%), Trimester 3 (47%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,rec/com: catch from 2001-2006; Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Melanogrammus aeglefinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast small-mesh Multispecies,Offshore hake - Northwestern Atlantic Coast,Offshore hake - Northwestern Atlantic Coast,Merluccius albidus,ZJK,,n,,y,,,,,,,,,,,,,,,,,,,"recent 3-yr average of discards, 3% of state-water landings",,,,,,,,,,,,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ,,Merluccius albidus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast small-mesh Multispecies,Silver hake - Gulf of Maine / Northern Georges Bank,Silver hake - Gulf of Maine / Northern Georges Bank,Merluccius bilinearis,ZJK,,y,,y,,,,,,,,,,,,,,,,,,,"recent 3-yr average of discards, 3% of state-water landings",,,,,,,,,,,,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ,,Merluccius bilinearis,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast small-mesh Multispecies,Silver hake - Southern Georges Bank / Mid-Atlantic,Silver hake - Southern Georges Bank / Mid-Atlantic,Merluccius bilinearis,ZJK,,y,,y,,,,,,,,,,,,,,,,,,,"recent 3-yr average of discards, 3% of state-water landings",,"Q1 (27%), Q2 (21.4%), Q3 (22.8%), Q4 (28.8%)",,,,,,,,,,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ,,Merluccius bilinearis,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Pacific hake - Pacific Coast,Pacific hake - Pacific Coast,Merluccius productus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merluccius productus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Dover sole - Pacific Coast,Dover sole - Pacific Coast,Microstomus pacificus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microstomus pacificus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Gulf of Alaska Deepwater Flatfish Complex,Deepwater Flatfish Complex - Gulf of Alaska,"Microstomus pacificus, Reinhardtius hippoglossoides, Atheresthes evermanni, Embassichthys bathybius",ZJK,,n,,"Spatial (if individual TAC for each subregion counts) otherwise, no allocation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microstomus pacificus,Reinhardtius hippoglossoides,Atheresthes evermanni,Embassichthys bathybius,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Coral and Coral Reefs of the Gulf of Mexico,Fire corals (Milleporidae) - Gulf of Mexico,Fire corals (Milleporidae) - Gulf of Mexico,Milleporidae,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milleporidae,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,"Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region",Fire corals (Milleporidae) - Southern Atlantic Coast,Fire corals (Milleporidae) - Southern Atlantic Coast,Milleporidae,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milleporidae,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico giant manta ray,Giant manta ray - Puerto Rico,Mobula birostris,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,"ABC=0, ESA listed",Mobula birostris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Smooth dogfish - Atlantic,Smooth dogfish - Atlantic,Mustelus canis,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustelus canis,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC / GMFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico,Black grouper - Southern Atlantic Coast / Gulf of Mexico,Black grouper - Southern Atlantic Coast / Gulf of Mexico,Mycteroperca bonaci,ZJK,,y,,y,,,,,,"South Atlantic (47%), Gulf of Mexico (53%)","1986-2008, 2006-2008",,explicit,"recreational (63.12%), commercial (36.88%)","1991-2008, 2006-2008",,South Atlantic only,,,,,,,,,,,y,,historical,,,y,individual,,,,https://safmc.net/documents/attach1_comp-acl-summary-092211-pdf/,sector allocations only in South Atlantic,Mycteroperca bonaci,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Croix in the EEZ,STC Grouper 5 Complex,Grouper 5 Complex - St. Croix,"Mycteroperca bonaci, Epinephelus morio, Mycteroperca tigris, Mycteroperca venenosa",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Mycteroperca bonaci,Epinephelus morio,Mycteroperca tigris,Mycteroperca venenosa,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for St. Thomas / St. John in the EEZ,STT/STJ Grouper 4 Complex,Grouper 4 Complex - St. Thomas / St. John,"Mycteroperca bonaci, Epinephelus morio, Mycteroperca tigris, Mycteroperca venenosa





",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Mycteroperca bonaci,Epinephelus morio,Mycteroperca tigris,Mycteroperca venenosa,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico Grouper 4 Complex,Grouper 4 Complex - Puerto Rico,"Mycteroperca bonaci, Epinephelus morio, Mycteroperca tigris, Mycteroperca venenosa, Mycteroperca interstitialis",ZJK,,n,,y,,,,,,,,,implicit,"commercial (30%), recreational (70%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Mycteroperca bonaci,Epinephelus morio,Mycteroperca tigris,Mycteroperca venenosa,Mycteroperca interstitialis,,,,,,,,,,,,,,,,,,,,,,,
